,ApproachID,SignalID,Latitude,Longitude,PrimaryName,SecondaryName,IPAddress,RegionID,ControllerTypeID,Enabled,DirectionTypeID,MPH,ProtectedPhaseNumber,IsProtectedPhaseOverlap,PermissivePhaseNumber,ID,DetectorID,Detector,DistanceFromStopBar,MinSpeedFilter,DateAdded,DateDisabled,LaneNumber,MovementTypeID,LaneTypeID,DecisionPoint,MovementDelay,DetectionHardwareID,TimeFromStopBar
0,3,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,2,,1,False,,2.0,210701,1.0,,,2017-01-05 14:49:57,,2.0,3.0,1.0,,,3.0,
1,3,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,2,,1,False,,3.0,210702,2.0,,,2017-01-05 15:12:32,,1.0,3.0,1.0,,,3.0,
2,4,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,1,,5,False,,7.0,210703,3.0,,,2017-01-05 15:14:43,,2.0,3.0,1.0,,,3.0,
3,4,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,1,,5,False,,8.0,210704,4.0,,,2017-01-05 15:14:52,,1.0,3.0,1.0,,,3.0,
4,5,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,3,,3,False,,12.0,210705,5.0,,,2017-01-05 15:15:54,,2.0,3.0,1.0,,,3.0,
5,5,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,3,,3,False,,13.0,210706,6.0,,,2017-01-05 15:16:06,,1.0,3.0,1.0,,,3.0,
6,6,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,4,,4,False,,19.0,210709,9.0,,,2017-01-05 15:17:18,,2.0,1.0,1.0,,,3.0,
7,6,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,4,,4,False,,20.0,210710,10.0,,,2017-01-05 15:17:35,,1.0,1.0,1.0,,,3.0,
8,7,2109,38.070151,-78.484520,US 29 (Seminole Trl.),Greenbrier Dr.,50.232.117.148,5,6,True,2,,1,False,,88.0,210901,1.0,,,2017-02-03 14:05:22,,1.0,3.0,1.0,,,3.0,
9,12,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,3,,8,False,,44.0,210719,19.0,,,2017-01-16 14:46:24,,2.0,1.0,1.0,,,3.0,
10,12,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,3,,8,False,,45.0,210720,20.0,,,2017-01-16 14:46:45,,1.0,1.0,1.0,,,3.0,
11,13,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,4,,7,False,,50.0,210717,17.0,,,2017-01-16 14:49:35,,1.0,3.0,1.0,,,3.0,
12,14,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,2,45.0,6,False,,53.0,210712,12.0,230.0,,2017-01-16 14:54:54,,3.0,1.0,1.0,0.0,,3.0,3.484848484848485
13,14,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,2,45.0,6,False,,54.0,210714,14.0,230.0,,2017-01-16 14:54:54,,2.0,1.0,1.0,0.0,,3.0,3.484848484848485
14,14,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,2,45.0,6,False,,55.0,210716,16.0,230.0,,2017-01-16 14:54:54,,1.0,1.0,1.0,0.0,,3.0,3.484848484848485
15,15,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,1,40.0,2,False,,58.0,210711,11.0,230.0,,2017-01-16 15:25:04,,1.0,4.0,1.0,0.0,,3.0,3.9204545454545454
16,15,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,1,40.0,2,False,,59.0,210713,13.0,230.0,,2017-01-16 15:25:04,,2.0,1.0,1.0,0.0,,3.0,3.9204545454545454
17,15,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,1,40.0,2,False,,60.0,210715,15.0,230.0,,2017-01-16 15:25:04,,1.0,1.0,1.0,0.0,,3.0,3.9204545454545454
18,16,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,4,,4,True,1.0,61.0,210707,7.0,,,2017-01-17 08:36:04,,2.0,2.0,1.0,,,3.0,
19,16,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,4,,4,True,1.0,62.0,210708,8.0,,,2017-01-17 08:36:04,,1.0,2.0,1.0,,,3.0,
20,17,2107,38.062176,-78.491615,US 29 (Seminole Trl.),Rt 743 (Hydraulic Rd.),50.232.117.130,5,6,True,3,,8,True,5.0,65.0,210718,18.0,,,2017-01-17 08:37:42,,1.0,2.0,1.0,,,3.0,
21,18,2108,38.065835,-78.488190,US 29 (Seminole Trl.),Seminole Ct.,50.232.117.136,5,6,True,2,,1,False,,68.0,210801,1.0,,,2017-01-24 14:24:28,,2.0,3.0,1.0,,,3.0,
22,18,2108,38.065835,-78.488190,US 29 (Seminole Trl.),Seminole Ct.,50.232.117.136,5,6,True,2,,1,False,,69.0,210802,2.0,,,2017-01-24 14:25:04,,1.0,3.0,1.0,,,3.0,
23,19,2108,38.065835,-78.488190,US 29 (Seminole Trl.),Seminole Ct.,50.232.117.136,5,6,True,1,45.0,2,False,,70.0,210809,9.0,330.0,,2017-01-24 14:26:56,,4.0,1.0,1.0,0.0,,3.0,5.0
24,19,2108,38.065835,-78.488190,US 29 (Seminole Trl.),Seminole Ct.,50.232.117.136,5,6,True,1,45.0,2,False,,71.0,210811,11.0,330.0,,2017-01-24 14:28:24,,3.0,1.0,1.0,0.0,,3.0,5.0
25,19,2108,38.065835,-78.488190,US 29 (Seminole Trl.),Seminole Ct.,50.232.117.136,5,6,True,1,45.0,2,False,,72.0,210813,13.0,330.0,,2017-01-24 14:28:46,,2.0,1.0,1.0,0.0,,3.0,5.0
26,19,2108,38.065835,-78.488190,US 29 (Seminole Trl.),Seminole Ct.,50.232.117.136,5,6,True,1,45.0,2,False,,73.0,210815,15.0,330.0,,2017-01-24 14:29:11,,1.0,1.0,1.0,0.0,,3.0,5.0
27,22,2108,38.065835,-78.488190,US 29 (Seminole Trl.),Seminole Ct.,50.232.117.136,5,6,True,4,,4,False,,77.0,210804,4.0,,,2017-01-24 14:33:55,,1.0,2.0,1.0,,,3.0,
28,22,2108,38.065835,-78.488190,US 29 (Seminole Trl.),Seminole Ct.,50.232.117.136,5,6,True,4,,4,False,,78.0,210806,6.0,,,2017-01-24 14:34:10,,1.0,5.0,1.0,,,3.0,
29,23,2108,38.065835,-78.488190,US 29 (Seminole Trl.),Seminole Ct.,50.232.117.136,5,6,True,1,,5,False,,79.0,210803,3.0,,,2017-01-24 14:34:45,,1.0,3.0,1.0,,,3.0,
30,24,2108,38.065835,-78.488190,US 29 (Seminole Trl.),Seminole Ct.,50.232.117.136,5,6,True,2,45.0,6,False,,80.0,210808,8.0,330.0,,2017-01-24 14:39:35,,5.0,1.0,1.0,0.0,,3.0,5.0
31,24,2108,38.065835,-78.488190,US 29 (Seminole Trl.),Seminole Ct.,50.232.117.136,5,6,True,2,45.0,6,False,,81.0,210810,10.0,330.0,,2017-01-24 14:40:05,,4.0,1.0,1.0,0.0,,3.0,5.0
32,24,2108,38.065835,-78.488190,US 29 (Seminole Trl.),Seminole Ct.,50.232.117.136,5,6,True,2,45.0,6,False,,82.0,210812,12.0,330.0,,2017-01-24 14:40:38,,3.0,1.0,1.0,0.0,,3.0,5.0
33,24,2108,38.065835,-78.488190,US 29 (Seminole Trl.),Seminole Ct.,50.232.117.136,5,6,True,2,45.0,6,False,,83.0,210814,14.0,330.0,,2017-01-24 14:40:57,,2.0,1.0,1.0,0.0,,3.0,5.0
34,24,2108,38.065835,-78.488190,US 29 (Seminole Trl.),Seminole Ct.,50.232.117.136,5,6,True,2,45.0,6,False,,84.0,210816,16.0,330.0,,2017-01-24 14:41:15,,1.0,1.0,1.0,0.0,,3.0,5.0
35,25,2108,38.065835,-78.488190,US 29 (Seminole Trl.),Seminole Ct.,50.232.117.136,5,6,True,3,,8,False,,85.0,210805,5.0,,,2017-01-24 14:43:19,,1.0,4.0,1.0,,,3.0,
36,25,2108,38.065835,-78.488190,US 29 (Seminole Trl.),Seminole Ct.,50.232.117.136,5,6,True,3,,8,False,,87.0,210807,7.0,,,2017-01-24 15:25:05,,1.0,3.0,1.0,,,3.0,
37,26,2109,38.070151,-78.484520,US 29 (Seminole Trl.),Greenbrier Dr.,50.232.117.148,5,6,True,2,45.0,6,False,,90.0,210910,10.0,330.0,,2017-02-03 14:06:57,,4.0,1.0,1.0,0.0,,3.0,5.0
38,26,2109,38.070151,-78.484520,US 29 (Seminole Trl.),Greenbrier Dr.,50.232.117.148,5,6,True,2,45.0,6,False,,91.0,210912,12.0,330.0,,2017-02-03 14:07:35,,3.0,1.0,1.0,0.0,,3.0,5.0
39,26,2109,38.070151,-78.484520,US 29 (Seminole Trl.),Greenbrier Dr.,50.232.117.148,5,6,True,2,45.0,6,False,,92.0,210914,14.0,330.0,,2017-02-03 14:07:52,,2.0,1.0,1.0,0.0,,3.0,5.0
40,26,2109,38.070151,-78.484520,US 29 (Seminole Trl.),Greenbrier Dr.,50.232.117.148,5,6,True,2,45.0,6,False,,93.0,210916,16.0,330.0,,2017-02-03 14:07:52,,1.0,1.0,1.0,0.0,,3.0,5.0
41,27,2109,38.070151,-78.484520,US 29 (Seminole Trl.),Greenbrier Dr.,50.232.117.148,5,6,True,1,,5,False,,94.0,210902,2.0,,,2017-02-03 14:11:00,,1.0,3.0,1.0,,,3.0,
42,28,2109,38.070151,-78.484520,US 29 (Seminole Trl.),Greenbrier Dr.,50.232.117.148,5,6,True,1,45.0,2,False,,95.0,210907,7.0,330.0,,2017-02-03 14:11:51,,1.0,4.0,1.0,0.0,,3.0,5.0
43,28,2109,38.070151,-78.484520,US 29 (Seminole Trl.),Greenbrier Dr.,50.232.117.148,5,6,True,1,45.0,2,False,,96.0,210909,9.0,330.0,,2017-02-03 14:12:36,,4.0,1.0,1.0,0.0,,3.0,5.0
44,28,2109,38.070151,-78.484520,US 29 (Seminole Trl.),Greenbrier Dr.,50.232.117.148,5,6,True,1,45.0,2,False,,97.0,210911,11.0,330.0,,2017-02-03 14:12:37,,3.0,1.0,1.0,0.0,,3.0,5.0
45,28,2109,38.070151,-78.484520,US 29 (Seminole Trl.),Greenbrier Dr.,50.232.117.148,5,6,True,1,45.0,2,False,,98.0,210913,13.0,330.0,,2017-02-03 14:12:38,,2.0,1.0,1.0,0.0,,3.0,5.0
46,28,2109,38.070151,-78.484520,US 29 (Seminole Trl.),Greenbrier Dr.,50.232.117.148,5,6,True,1,45.0,2,False,,99.0,210915,15.0,330.0,,2017-02-03 14:12:39,,1.0,1.0,1.0,0.0,,3.0,5.0
47,29,2109,38.070151,-78.484520,US 29 (Seminole Trl.),Greenbrier Dr.,50.232.117.148,5,6,True,3,,3,False,,100.0,210903,3.0,,,2017-02-03 14:16:01,,1.0,3.0,1.0,,,3.0,
48,30,2109,38.070151,-78.484520,US 29 (Seminole Trl.),Greenbrier Dr.,50.232.117.148,5,6,True,3,,8,False,,101.0,210906,6.0,,,2017-02-03 14:16:42,,1.0,2.0,1.0,,,3.0,
49,30,2109,38.070151,-78.484520,US 29 (Seminole Trl.),Greenbrier Dr.,50.232.117.148,5,6,True,3,,8,False,,102.0,210908,8.0,,,2017-02-03 14:16:57,,1.0,1.0,1.0,,,3.0,
50,31,2109,38.070151,-78.484520,US 29 (Seminole Trl.),Greenbrier Dr.,50.232.117.148,5,6,True,4,,7,False,,103.0,210905,5.0,,,2017-02-03 14:19:05,,1.0,3.0,1.0,,,3.0,
51,32,2109,38.070151,-78.484520,US 29 (Seminole Trl.),Greenbrier Dr.,50.232.117.148,5,6,True,4,,4,False,,104.0,210904,4.0,,,2017-02-03 14:19:35,,1.0,4.0,1.0,,,3.0,
52,39,2114,38.087917,-78.470487,US 29 (Seminole Trl.),Rt 1417 (Woodbrook Dr.),50.232.117.190,5,6,True,2,,1,False,,120.0,211401,1.0,,,2017-02-03 15:04:03,,1.0,3.0,1.0,,,3.0,
53,40,2114,38.087917,-78.470487,US 29 (Seminole Trl.),Rt 1417 (Woodbrook Dr.),50.232.117.190,5,6,True,2,45.0,6,False,,121.0,211410,10.0,330.0,,2017-02-03 15:19:20,,4.0,1.0,1.0,0.0,,3.0,5.0
54,40,2114,38.087917,-78.470487,US 29 (Seminole Trl.),Rt 1417 (Woodbrook Dr.),50.232.117.190,5,6,True,2,45.0,6,False,,122.0,211412,12.0,330.0,,2017-02-03 15:19:23,,3.0,1.0,1.0,0.0,,3.0,5.0
55,40,2114,38.087917,-78.470487,US 29 (Seminole Trl.),Rt 1417 (Woodbrook Dr.),50.232.117.190,5,6,True,2,45.0,6,False,,123.0,211414,14.0,330.0,,2017-02-03 15:19:23,,2.0,1.0,1.0,0.0,,3.0,5.0
56,40,2114,38.087917,-78.470487,US 29 (Seminole Trl.),Rt 1417 (Woodbrook Dr.),50.232.117.190,5,6,True,2,45.0,6,False,,124.0,211416,16.0,330.0,,2017-02-03 15:19:24,,1.0,1.0,1.0,0.0,,3.0,5.0
57,41,2114,38.087917,-78.470487,US 29 (Seminole Trl.),Rt 1417 (Woodbrook Dr.),50.232.117.190,5,6,True,1,,5,False,,125.0,211402,2.0,,,2017-02-03 15:24:16,,2.0,3.0,1.0,,,3.0,
58,41,2114,38.087917,-78.470487,US 29 (Seminole Trl.),Rt 1417 (Woodbrook Dr.),50.232.117.190,5,6,True,1,,5,False,,126.0,211404,4.0,,,2017-02-03 15:24:19,,1.0,3.0,1.0,,,3.0,
59,42,2114,38.087917,-78.470487,US 29 (Seminole Trl.),Rt 1417 (Woodbrook Dr.),50.232.117.190,5,6,True,1,45.0,2,False,,127.0,211409,9.0,330.0,,2017-02-03 15:24:55,,4.0,1.0,1.0,0.0,,3.0,5.0
60,42,2114,38.087917,-78.470487,US 29 (Seminole Trl.),Rt 1417 (Woodbrook Dr.),50.232.117.190,5,6,True,1,45.0,2,False,,128.0,211411,11.0,330.0,,2017-02-03 15:24:59,,3.0,1.0,1.0,0.0,,3.0,5.0
61,42,2114,38.087917,-78.470487,US 29 (Seminole Trl.),Rt 1417 (Woodbrook Dr.),50.232.117.190,5,6,True,1,45.0,2,False,,129.0,211413,13.0,330.0,,2017-02-03 15:25:00,,2.0,1.0,1.0,0.0,,3.0,5.0
62,42,2114,38.087917,-78.470487,US 29 (Seminole Trl.),Rt 1417 (Woodbrook Dr.),50.232.117.190,5,6,True,1,45.0,2,False,,130.0,211415,15.0,330.0,,2017-02-03 15:25:01,,1.0,1.0,1.0,0.0,,3.0,5.0
63,43,2114,38.087917,-78.470487,US 29 (Seminole Trl.),Rt 1417 (Woodbrook Dr.),50.232.117.190,5,6,True,3,,3,False,,131.0,211403,3.0,,,2017-02-03 15:27:28,,1.0,2.0,1.0,,,3.0,
64,43,2114,38.087917,-78.470487,US 29 (Seminole Trl.),Rt 1417 (Woodbrook Dr.),50.232.117.190,5,6,True,3,,3,False,,132.0,211405,5.0,,,2017-02-03 15:27:29,,1.0,5.0,1.0,,,3.0,
65,43,2114,38.087917,-78.470487,US 29 (Seminole Trl.),Rt 1417 (Woodbrook Dr.),50.232.117.190,5,6,True,3,,3,False,,133.0,211406,6.0,,,2017-02-03 15:27:30,,1.0,3.0,1.0,,,3.0,
66,44,2114,38.087917,-78.470487,US 29 (Seminole Trl.),Rt 1417 (Woodbrook Dr.),50.232.117.190,5,6,True,4,,4,False,,134.0,211407,7.0,,,2017-02-03 15:36:14,,1.0,5.0,1.0,,,3.0,
67,44,2114,38.087917,-78.470487,US 29 (Seminole Trl.),Rt 1417 (Woodbrook Dr.),50.232.117.190,5,6,True,4,,4,False,,135.0,211408,8.0,,,2017-02-03 15:36:34,,1.0,3.0,1.0,,,3.0,
68,45,2125,38.073895,-78.480800,US 29 (Seminole Trl.),Branchlands Blvd.,50.232.117.154,5,6,True,2,,1,False,,136.0,212501,1.0,,,2017-02-05 22:39:23,,2.0,3.0,1.0,,,3.0,
69,45,2125,38.073895,-78.480800,US 29 (Seminole Trl.),Branchlands Blvd.,50.232.117.154,5,6,True,2,,1,False,,137.0,212502,2.0,,,2017-02-05 22:39:25,,1.0,3.0,1.0,,,3.0,
70,46,2125,38.073895,-78.480800,US 29 (Seminole Trl.),Branchlands Blvd.,50.232.117.154,5,6,True,2,45.0,6,False,,138.0,212510,10.0,330.0,,2017-02-05 22:40:11,,1.0,4.0,1.0,0.0,,3.0,5.0
71,46,2125,38.073895,-78.480800,US 29 (Seminole Trl.),Branchlands Blvd.,50.232.117.154,5,6,True,2,45.0,6,False,,139.0,212512,12.0,330.0,,2017-02-05 22:40:11,,3.0,1.0,1.0,0.0,,3.0,5.0
72,46,2125,38.073895,-78.480800,US 29 (Seminole Trl.),Branchlands Blvd.,50.232.117.154,5,6,True,2,45.0,6,False,,140.0,212514,14.0,330.0,,2017-02-05 22:40:12,,2.0,1.0,1.0,0.0,,3.0,5.0
73,46,2125,38.073895,-78.480800,US 29 (Seminole Trl.),Branchlands Blvd.,50.232.117.154,5,6,True,2,45.0,6,False,,141.0,212516,16.0,330.0,,2017-02-05 22:40:13,,1.0,1.0,1.0,0.0,,3.0,5.0
74,47,2125,38.073895,-78.480800,US 29 (Seminole Trl.),Branchlands Blvd.,50.232.117.154,5,6,True,1,,5,False,,142.0,212503,3.0,,,2017-02-05 22:42:14,,1.0,3.0,1.0,,,3.0,
75,48,2125,38.073895,-78.480800,US 29 (Seminole Trl.),Branchlands Blvd.,50.232.117.154,5,6,True,1,45.0,2,False,,143.0,212509,9.0,330.0,,2017-02-05 22:42:40,,4.0,1.0,1.0,0.0,,3.0,5.0
76,48,2125,38.073895,-78.480800,US 29 (Seminole Trl.),Branchlands Blvd.,50.232.117.154,5,6,True,1,45.0,2,False,,144.0,212511,11.0,330.0,,2017-02-05 22:42:42,,3.0,1.0,1.0,0.0,,3.0,5.0
77,48,2125,38.073895,-78.480800,US 29 (Seminole Trl.),Branchlands Blvd.,50.232.117.154,5,6,True,1,45.0,2,False,,145.0,212513,13.0,330.0,,2017-02-05 22:42:43,,2.0,1.0,1.0,0.0,,3.0,5.0
78,48,2125,38.073895,-78.480800,US 29 (Seminole Trl.),Branchlands Blvd.,50.232.117.154,5,6,True,1,45.0,2,False,,146.0,212515,15.0,330.0,,2017-02-05 22:42:44,,1.0,1.0,1.0,0.0,,3.0,5.0
79,49,2125,38.073895,-78.480800,US 29 (Seminole Trl.),Branchlands Blvd.,50.232.117.154,5,6,True,3,,4,False,,147.0,212507,7.0,,,2017-02-05 22:44:34,,1.0,2.0,1.0,,,3.0,
80,49,2125,38.073895,-78.480800,US 29 (Seminole Trl.),Branchlands Blvd.,50.232.117.154,5,6,True,3,,4,False,,148.0,212508,8.0,,,2017-02-05 22:44:35,,1.0,5.0,1.0,,,3.0,
81,50,2125,38.073895,-78.480800,US 29 (Seminole Trl.),Branchlands Blvd.,50.232.117.154,5,6,True,4,,4,False,,149.0,212504,4.0,,,2017-02-05 22:47:07,,1.0,2.0,1.0,,,3.0,
82,50,2125,38.073895,-78.480800,US 29 (Seminole Trl.),Branchlands Blvd.,50.232.117.154,5,6,True,4,,4,False,,150.0,212505,5.0,,,2017-02-05 22:47:08,,1.0,1.0,1.0,,,3.0,
83,50,2125,38.073895,-78.480800,US 29 (Seminole Trl.),Branchlands Blvd.,50.232.117.154,5,6,True,4,,4,False,,151.0,212506,6.0,,,2017-02-05 22:47:28,,1.0,3.0,1.0,,,3.0,
84,51,2128,38.129852,-78.438167,US 29 (Seminole Trl.),Timberwood Blvd.,50.232.117.236,5,6,True,2,,1,False,,152.0,212801,1.0,,,2017-02-05 22:50:00,,2.0,3.0,1.0,,,3.0,
85,51,2128,38.129852,-78.438167,US 29 (Seminole Trl.),Timberwood Blvd.,50.232.117.236,5,6,True,2,,1,False,,153.0,212802,2.0,,,2017-02-05 22:50:07,,1.0,3.0,1.0,,,3.0,
86,52,2128,38.129852,-78.438167,US 29 (Seminole Trl.),Timberwood Blvd.,50.232.117.236,5,6,True,2,45.0,6,False,,154.0,212812,12.0,330.0,,2017-02-05 22:50:29,,1.0,2.0,1.0,0.0,,3.0,5.0
87,52,2128,38.129852,-78.438167,US 29 (Seminole Trl.),Timberwood Blvd.,50.232.117.236,5,6,True,2,45.0,6,False,,155.0,212814,14.0,330.0,,2017-02-05 22:51:14,,2.0,1.0,1.0,0.0,,3.0,5.0
88,52,2128,38.129852,-78.438167,US 29 (Seminole Trl.),Timberwood Blvd.,50.232.117.236,5,6,True,2,45.0,6,False,,156.0,212816,16.0,330.0,,2017-02-05 22:51:14,,1.0,1.0,1.0,0.0,,3.0,5.0
89,53,2128,38.129852,-78.438167,US 29 (Seminole Trl.),Timberwood Blvd.,50.232.117.236,5,6,True,1,,5,False,,157.0,212803,3.0,,,2017-02-05 22:51:59,,2.0,3.0,1.0,,,3.0,
90,53,2128,38.129852,-78.438167,US 29 (Seminole Trl.),Timberwood Blvd.,50.232.117.236,5,6,True,1,,5,False,,158.0,212804,4.0,,,2017-02-05 22:52:01,,1.0,3.0,1.0,,,3.0,
91,54,2128,38.129852,-78.438167,US 29 (Seminole Trl.),Timberwood Blvd.,50.232.117.236,5,6,True,1,45.0,2,False,,159.0,212811,11.0,330.0,,2017-02-05 22:52:37,,3.0,1.0,1.0,0.0,,3.0,5.0
92,54,2128,38.129852,-78.438167,US 29 (Seminole Trl.),Timberwood Blvd.,50.232.117.236,5,6,True,1,45.0,2,False,,160.0,212813,13.0,330.0,,2017-02-05 22:52:37,,2.0,1.0,1.0,0.0,,3.0,5.0
93,54,2128,38.129852,-78.438167,US 29 (Seminole Trl.),Timberwood Blvd.,50.232.117.236,5,6,True,1,45.0,2,False,,161.0,212815,15.0,330.0,,2017-02-05 22:52:38,,1.0,1.0,1.0,0.0,,3.0,5.0
94,55,2128,38.129852,-78.438167,US 29 (Seminole Trl.),Timberwood Blvd.,50.232.117.236,5,6,True,3,,4,False,,162.0,212809,9.0,,,2017-02-05 22:56:45,,2.0,3.0,1.0,,,3.0,
95,55,2128,38.129852,-78.438167,US 29 (Seminole Trl.),Timberwood Blvd.,50.232.117.236,5,6,True,3,,4,False,,163.0,212810,10.0,,,2017-02-05 22:56:45,,1.0,3.0,1.0,,,3.0,
96,55,2128,38.129852,-78.438167,US 29 (Seminole Trl.),Timberwood Blvd.,50.232.117.236,5,6,True,3,,4,False,,261.0,212808,8.0,,,2017-02-14 10:28:01,,1.0,1.0,1.0,,,3.0,
97,57,2128,38.129852,-78.438167,US 29 (Seminole Trl.),Timberwood Blvd.,50.232.117.236,5,6,True,4,,3,False,,165.0,212806,6.0,,,2017-02-05 22:57:58,,2.0,3.0,1.0,,,3.0,
98,57,2128,38.129852,-78.438167,US 29 (Seminole Trl.),Timberwood Blvd.,50.232.117.236,5,6,True,4,,3,False,,166.0,212807,7.0,,,2017-02-05 22:57:59,,1.0,3.0,1.0,,,3.0,
99,57,2128,38.129852,-78.438167,US 29 (Seminole Trl.),Timberwood Blvd.,50.232.117.236,5,6,True,4,,3,False,,262.0,212805,5.0,,,2017-02-14 10:28:38,,1.0,1.0,1.0,,,3.0,
100,59,2129,38.097085,-78.464681,US 29 (Seminole Trl.),Hilton Heights Rd./Seminole Ln.,50.232.117.206,5,6,True,2,,1,False,,168.0,212901,1.0,,,2017-02-05 22:59:50,,1.0,3.0,1.0,,,3.0,
101,60,2129,38.097085,-78.464681,US 29 (Seminole Trl.),Hilton Heights Rd./Seminole Ln.,50.232.117.206,5,6,True,2,45.0,6,False,,169.0,212910,10.0,330.0,,2017-02-05 23:00:29,,4.0,1.0,1.0,0.0,,3.0,5.0
102,60,2129,38.097085,-78.464681,US 29 (Seminole Trl.),Hilton Heights Rd./Seminole Ln.,50.232.117.206,5,6,True,2,45.0,6,False,,170.0,212912,12.0,330.0,,2017-02-05 23:00:36,,3.0,1.0,1.0,0.0,,3.0,5.0
103,60,2129,38.097085,-78.464681,US 29 (Seminole Trl.),Hilton Heights Rd./Seminole Ln.,50.232.117.206,5,6,True,2,45.0,6,False,,171.0,212914,14.0,330.0,,2017-02-05 23:00:37,,2.0,1.0,1.0,0.0,,3.0,5.0
104,60,2129,38.097085,-78.464681,US 29 (Seminole Trl.),Hilton Heights Rd./Seminole Ln.,50.232.117.206,5,6,True,2,45.0,6,False,,172.0,212916,16.0,330.0,,2017-02-05 23:00:38,,1.0,1.0,1.0,0.0,,3.0,5.0
105,61,2129,38.097085,-78.464681,US 29 (Seminole Trl.),Hilton Heights Rd./Seminole Ln.,50.232.117.206,5,6,True,1,,5,False,,173.0,212902,2.0,,,2017-02-05 23:01:51,,2.0,3.0,1.0,,,3.0,
106,61,2129,38.097085,-78.464681,US 29 (Seminole Trl.),Hilton Heights Rd./Seminole Ln.,50.232.117.206,5,6,True,1,,5,False,,174.0,212904,4.0,,,2017-02-05 23:01:52,,1.0,3.0,1.0,,,3.0,
107,63,2129,38.097085,-78.464681,US 29 (Seminole Trl.),Hilton Heights Rd./Seminole Ln.,50.232.117.206,5,6,True,1,45.0,2,False,,179.0,212909,9.0,330.0,,2017-02-05 23:08:10,,1.0,4.0,1.0,0.0,,3.0,5.0
108,63,2129,38.097085,-78.464681,US 29 (Seminole Trl.),Hilton Heights Rd./Seminole Ln.,50.232.117.206,5,6,True,1,45.0,2,False,,180.0,212911,11.0,330.0,,2017-02-05 23:08:32,,3.0,1.0,1.0,0.0,,3.0,5.0
109,63,2129,38.097085,-78.464681,US 29 (Seminole Trl.),Hilton Heights Rd./Seminole Ln.,50.232.117.206,5,6,True,1,45.0,2,False,,181.0,212913,13.0,330.0,,2017-02-05 23:08:54,,2.0,1.0,1.0,0.0,,3.0,5.0
110,63,2129,38.097085,-78.464681,US 29 (Seminole Trl.),Hilton Heights Rd./Seminole Ln.,50.232.117.206,5,6,True,1,45.0,2,False,,182.0,212915,15.0,330.0,,2017-02-05 23:09:10,,1.0,1.0,1.0,0.0,,3.0,5.0
111,64,2129,38.097085,-78.464681,US 29 (Seminole Trl.),Hilton Heights Rd./Seminole Ln.,50.232.117.206,5,6,True,3,,3,False,,183.0,212903,3.0,,,2017-02-05 23:10:44,,1.0,2.0,1.0,,,3.0,
112,64,2129,38.097085,-78.464681,US 29 (Seminole Trl.),Hilton Heights Rd./Seminole Ln.,50.232.117.206,5,6,True,3,,3,False,,184.0,212905,5.0,,,2017-02-05 23:10:56,,1.0,5.0,1.0,,,3.0,
113,64,2129,38.097085,-78.464681,US 29 (Seminole Trl.),Hilton Heights Rd./Seminole Ln.,50.232.117.206,5,6,True,3,,3,False,,185.0,212906,6.0,,,2017-02-05 23:11:09,,1.0,3.0,1.0,,,3.0,
